var,adjusted r,adjusted r-squared,r-squared,r,dataset,language,dim,window,algo
bright,0,-0.371419615200736,-0.375632314049894,0,en-binder-2016.tsv,en,100,2,cbow
dark,0,-0.510901180086517,-0.51669590046557,0,en-binder-2016.tsv,en,100,2,cbow
color,0,-0.346515736388394,-0.350445971583726,0,en-binder-2016.tsv,en,100,2,cbow
pattern,0,-0.189570448741126,-0.191720586155959,0,en-binder-2016.tsv,en,100,2,cbow
large,0,-0.310935065233328,-0.314461738941079,0,en-binder-2016.tsv,en,100,2,cbow
small,0,-0.35170933266709,-0.355698474436471,0,en-binder-2016.tsv,en,100,2,cbow
motion,0,-0.378920031027425,-0.383217800755524,0,en-binder-2016.tsv,en,100,2,cbow
biomotion,0,-0.453826729970998,-0.458974103089762,0,en-binder-2016.tsv,en,100,2,cbow
fast,0,-0.341219289175776,-0.345089451245822,0,en-binder-2016.tsv,en,100,2,cbow
slow,0,-0.403096061002804,-0.407668039010398,0,en-binder-2016.tsv,en,100,2,cbow
shape,0,-0.213723501281358,-0.216147586362054,0,en-binder-2016.tsv,en,100,2,cbow
complexity,0,-0.424426784784548,-0.429240699167738,0,en-binder-2016.tsv,en,100,2,cbow
face,0,-0.289073599083321,-0.292352316653264,0,en-binder-2016.tsv,en,100,2,cbow
body,0,-0.420755917917573,-0.425528196759738,0,en-binder-2016.tsv,en,100,2,cbow
touch,0,-0.334626494977477,-0.338421880553781,0,en-binder-2016.tsv,en,100,2,cbow
temperature,0,-0.392856982767287,-0.397312827562379,0,en-binder-2016.tsv,en,100,2,cbow
texture,0,-0.23657105322575,-0.239254278782186,0,en-binder-2016.tsv,en,100,2,cbow
weight,0,-0.25219387253348,-0.255054294528188,0,en-binder-2016.tsv,en,100,2,cbow
pain,0,-0.369827346996405,-0.374021986092773,0,en-binder-2016.tsv,en,100,2,cbow
audition,0,-0.344894393028289,-0.348806238695907,0,en-binder-2016.tsv,en,100,2,cbow
loud,0,-0.279224379484056,-0.282391385678582,0,en-binder-2016.tsv,en,100,2,cbow
low,0,-0.281398631135852,-0.284590298029642,0,en-binder-2016.tsv,en,100,2,cbow
high,0,-0.285579947591324,-0.288819039624496,0,en-binder-2016.tsv,en,100,2,cbow
sound,0,-0.296823610838146,-0.300190230242737,0,en-binder-2016.tsv,en,100,2,cbow
music,0,-0.310514882090109,-0.314036790015517,0,en-binder-2016.tsv,en,100,2,cbow
speech,0,-0.241211256026229,-0.243947111482103,0,en-binder-2016.tsv,en,100,2,cbow
taste,0,-0.396482842360992,-0.400979812217639,0,en-binder-2016.tsv,en,100,2,cbow
smell,0,-0.349696442882175,-0.353662754143598,0,en-binder-2016.tsv,en,100,2,cbow
head,0,-0.386885726079294,-0.391273843955429,0,en-binder-2016.tsv,en,100,2,cbow
upperlimb,0,-0.312482908415128,-0.316027138000177,0,en-binder-2016.tsv,en,100,2,cbow
lowerlimb,0,-0.36527536006515,-0.369418369820142,0,en-binder-2016.tsv,en,100,2,cbow
practice,0,-0.221687731468675,-0.224202148082687,0,en-binder-2016.tsv,en,100,2,cbow
landmark,0,-0.24591594422269,-0.248705160981359,0,en-binder-2016.tsv,en,100,2,cbow
path,0,-0.293410040650749,-0.29673794281314,0,en-binder-2016.tsv,en,100,2,cbow
scene,0,-0.212536504430058,-0.214947126408471,0,en-binder-2016.tsv,en,100,2,cbow
near,0,-0.261689127225836,-0.26465724587112,0,en-binder-2016.tsv,en,100,2,cbow
toward,0,-0.455769937140177,-0.460939350415869,0,en-binder-2016.tsv,en,100,2,cbow
away,0,-0.241983353867844,-0.24472796657712,0,en-binder-2016.tsv,en,100,2,cbow
number,0,-0.407790144013763,-0.412415363038494,0,en-binder-2016.tsv,en,100,2,cbow
time,0,-0.132173621378556,-0.133672755080392,0,en-binder-2016.tsv,en,100,2,cbow
duration,0,-0.0142674116736808,-0.0144292348684674,0,en-binder-2016.tsv,en,100,2,cbow
long,0,-0.43533416260749,-0.440271790160694,0,en-binder-2016.tsv,en,100,2,cbow
short,0,-0.254367668466189,-0.257252745991326,0,en-binder-2016.tsv,en,100,2,cbow
caused,0,-0.375139052665216,-0.379393937950644,0,en-binder-2016.tsv,en,100,2,cbow
consequential,0,-0.389100990221705,-0.393514233967131,0,en-binder-2016.tsv,en,100,2,cbow
social,0,-0.251560031780034,-0.254413264654666,0,en-binder-2016.tsv,en,100,2,cbow
human,0,-0.243705508248346,-0.246469653899556,0,en-binder-2016.tsv,en,100,2,cbow
communication,0,-0.36412956920174,-0.368259583219151,0,en-binder-2016.tsv,en,100,2,cbow
self,0,-0.193643050674433,-0.195839380171685,0,en-binder-2016.tsv,en,100,2,cbow
cognition,0,-0.413391454594627,-0.418080204552222,0,en-binder-2016.tsv,en,100,2,cbow
benefit,0,-0.383332418350196,-0.387680234059272,0,en-binder-2016.tsv,en,100,2,cbow
harm,0,-0.397161913307401,-0.401666585291984,0,en-binder-2016.tsv,en,100,2,cbow
pleasant,0,-0.352777927287603,-0.356779189222812,0,en-binder-2016.tsv,en,100,2,cbow
unpleasant,0,-0.459610226681625,-0.464823197116577,0,en-binder-2016.tsv,en,100,2,cbow
happy,0,-0.380290978007882,-0.384604297229144,0,en-binder-2016.tsv,en,100,2,cbow
sad,0,-0.456117561943325,-0.46129091803342,0,en-binder-2016.tsv,en,100,2,cbow
angry,0,-0.428166877591262,-0.433023212686815,0,en-binder-2016.tsv,en,100,2,cbow
disgusted,0,-0.393361126072517,-0.397822688939124,0,en-binder-2016.tsv,en,100,2,cbow
fearful,0,-0.424948923459018,-0.42976876001999,0,en-binder-2016.tsv,en,100,2,cbow
surprised,0,-0.456071375464339,-0.46124420770023,0,en-binder-2016.tsv,en,100,2,cbow
drive,0,-0.27684786636736,-0.279987917781735,0,en-binder-2016.tsv,en,100,2,cbow
needs,0,-0.430889869179019,-0.43577708886725,0,en-binder-2016.tsv,en,100,2,cbow
attention,0,-0.444605496138689,-0.449648280593948,0,en-binder-2016.tsv,en,100,2,cbow
arousal,0,-0.371643773100527,-0.375859014383331,0,en-binder-2016.tsv,en,100,2,cbow
word length,0.325178537578434,0.105741081301649,0.106940413036639,0.327017450660724,en-binder-2016.tsv,en,100,2,cbow
word frequency,0,-0.152892531684451,-0.154626662478603,0,en-binder-2016.tsv,en,100,2,cbow
word log10 frequency,0,-0.0639398922704803,-0.0646651084398997,0,en-binder-2016.tsv,en,100,2,cbow
concreteness,0.514885567415985,0.26510714753328,0.274706838724053,0.524124831241617,en-brysbaert-2014.tsv,en,100,2,cbow
prevalence,0.259205665272543,0.0671875769093816,0.0731052555891113,0.270379835766485,en-brysbaert-2019.tsv,en,100,2,cbow
humorousness,0.267952598032809,0.0717985947925322,0.0717985947925322,0.267952598032809,en-engelthaler-2018.tsv,en,100,2,cbow
familiarity,0,-0.373144073868665,-0.373957023920667,0,en-janschewitz-2008.tsv,en,100,2,cbow
tabooness,0,-0.270824181904875,-0.271414212802271,0,en-janschewitz-2008.tsv,en,100,2,cbow
personal use,0,-0.302454371687491,-0.303113313673739,0,en-janschewitz-2008.tsv,en,100,2,cbow
offensiveness,0,-0.17307188137084,-0.173448944293217,0,en-janschewitz-2008.tsv,en,100,2,cbow
lexical decision time,0.250862185893375,0.062931836311202,0.0631777676529335,0.251351880146009,en-keuleers-2012.tsv,en,100,2,cbow
age of acquisition,0.389277282369334,0.151536802568854,0.151809947314054,0.389627960128702,en-kuperman-2012.tsv,en,100,2,cbow
auditory,0.172556594665529,0.0297757783625635,0.0332678699862773,0.182394818967747,en-lynott-2019.tsv,en,100,2,cbow
gustatory,0.0916213079453793,0.00839446406962202,0.00937896352774364,0.0968450490615997,en-lynott-2019.tsv,en,100,2,cbow
haptic,0.2823730131421,0.0797345185509489,0.0890857516559984,0.298472363303537,en-lynott-2019.tsv,en,100,2,cbow
interoceptive,0.237207018584143,0.0562671696655779,0.0628661612850981,0.25073125310798,en-lynott-2019.tsv,en,100,2,cbow
olfactory,0.127728631559866,0.016314603320156,0.0182279736074013,0.135011012911545,en-lynott-2019.tsv,en,100,2,cbow
visual,0.27225948393607,0.074125226593135,0.0828186041344329,0.287782216501355,en-lynott-2019.tsv,en,100,2,cbow
foot and leg,0.178291191625013,0.0317877490110671,0.0355158037643839,0.188456370983801,en-lynott-2019.tsv,en,100,2,cbow
hand and arm,0.265892557201877,0.0706988519753537,0.0789903856435287,0.281052282758082,en-lynott-2019.tsv,en,100,2,cbow
head,0.156687545562372,0.0245509869343603,0.0274303170658331,0.165621004301487,en-lynott-2019.tsv,en,100,2,cbow
mouth,0.160895217949732,0.0258872711590918,0.0289233201810422,0.170068574936824,en-lynott-2019.tsv,en,100,2,cbow
torso,0.134376593274221,0.0180570688199855,0.0201747947785578,0.14203800469789,en-lynott-2019.tsv,en,100,2,cbow
perceptual exclusivity,0.165714827876782,0.0274614041782313,0.0306820669041062,0.175162972411712,en-lynott-2019.tsv,en,100,2,cbow
action exclusivity,0.125732537553887,0.0158086709997397,0.0176627057426114,0.13290111264625,en-lynott-2019.tsv,en,100,2,cbow
sensorimotor exclusivity,0.165328733090954,0.0273335899854598,0.0305392627128691,0.174754864632917,en-lynott-2019.tsv,en,100,2,cbow
body object interaction,0.287426817489907,0.0826141754123761,0.0826141754123761,0.287426817489907,en-pexman-2019.tsv,en,100,2,cbow
arousal,0.126164009927943,0.015917357401098,0.018882522035526,0.137413689403662,en-scott-2019.tsv,en,100,2,cbow
valence,0.0865760602412955,0.00749541420690443,0.00889169730633205,0.0942957968646113,en-scott-2019.tsv,en,100,2,cbow
dominance,0.0534108313051611,0.00285271690070837,0.00338413521675574,0.0581733204893423,en-scott-2019.tsv,en,100,2,cbow
concreteness,0.357302127902655,0.127664810603765,0.151446847528885,0.389161724131349,en-scott-2019.tsv,en,100,2,cbow
imageability,0.350069116373756,0.122548386238703,0.145377310143883,0.381283765906553,en-scott-2019.tsv,en,100,2,cbow
familiarity,0.232928712246006,0.0542557849885826,0.0643628229099763,0.253698291105747,en-scott-2019.tsv,en,100,2,cbow
age of acquisition,0.394584738708405,0.15569711602158,0.184701150452432,0.429768717396267,en-scott-2019.tsv,en,100,2,cbow
semantic size,0.282636631054248,0.079883465213695,0.0947645550804632,0.307838521112065,en-scott-2019.tsv,en,100,2,cbow
gender association,0,-0.00302666259879694,-0.00359048438605414,0,en-scott-2019.tsv,en,100,2,cbow
valence,0.148725477400186,0.0221192676279133,0.0222858307901248,0.149284395668552,en-warriner-2013.tsv,en,100,2,cbow
arousal,0.161159114139634,0.0259722600702717,0.0261678371499407,0.161764758677348,en-warriner-2013.tsv,en,100,2,cbow
dominance,0.150315189342394,0.0225946561470396,0.0227647990939147,0.15088008183294,en-warriner-2013.tsv,en,100,2,cbow
mean r,0.205750752287634,0.0423333720669275,0.0428135237349834,0.206914290794482,en-binder-2016.tsv,en,100,2,sg
vision,0.68524605590816,0.46956215713769,0.474888003910518,0.689121182311586,en-binder-2016.tsv,en,100,2,sg
bright,0.485317370547076,0.235532950154728,0.238204401385216,0.48806188274154,en-binder-2016.tsv,en,100,2,sg
dark,0,-0.0751803159787978,-0.0760330227762889,0,en-binder-2016.tsv,en,100,2,sg
color,0.723869645316075,0.52398726341002,0.529930408174594,0.727963191497066,en-binder-2016.tsv,en,100,2,sg
pattern,0.702184230084519,0.493062692979388,0.498655086472538,0.706155143344958,en-binder-2016.tsv,en,100,2,sg
large,0.540667834197739,0.292321706936074,0.295637265048771,0.54372535810717,en-binder-2016.tsv,en,100,2,sg
small,0.566648453095982,0.32109046939607,0.324732327272018,0.56985289967852,en-binder-2016.tsv,en,100,2,sg
motion,0.558720955269759,0.312169105857552,0.31570977624535,0.561880571158453,en-binder-2016.tsv,en,100,2,sg
biomotion,0.572898676545208,0.328212893587251,0.331935535102419,0.57613846868823,en-binder-2016.tsv,en,100,2,sg
fast,0.544924081769863,0.296942254892729,0.300310219976578,0.548005675131725,en-binder-2016.tsv,en,100,2,sg
slow,0.253857092281552,0.0644434233016446,0.0651743505980716,0.255292676350246,en-binder-2016.tsv,en,100,2,sg
shape,0.734479038444868,0.539459457914897,0.545578090707883,0.738632581672297,en-binder-2016.tsv,en,100,2,sg
complexity,0.546037341711955,0.298156778543858,0.301538518943222,0.549125230656197,en-binder-2016.tsv,en,100,2,sg
face,0.631017185754387,0.398182688717386,0.402698938494899,0.634585643152206,en-binder-2016.tsv,en,100,2,sg
body,0.557804107321469,0.311145422144701,0.314674481753147,0.560958538354795,en-binder-2016.tsv,en,100,2,sg
touch,0.610371345197581,0.372553179038304,0.376778734944221,0.613823048560593,en-binder-2016.tsv,en,100,2,sg
temperature,0.540020425170693,0.291622059601536,0.294929682205712,0.543074287925429,en-binder-2016.tsv,en,100,2,sg
texture,0.662066531596079,0.438332092259662,0.443303722795688,0.665810575761371,en-binder-2016.tsv,en,100,2,sg
weight,0.629023585433202,0.395670671031241,0.400158429114771,0.63258076884677,en-binder-2016.tsv,en,100,2,sg
pain,0.598179606721767,0.357818841897808,0.361877278667916,0.601562364736954,en-binder-2016.tsv,en,100,2,sg
audition,0.57004990436392,0.324956893465314,0.328642604922388,0.573273586450996,en-binder-2016.tsv,en,100,2,sg
loud,0.56632214521485,0.32072077216075,0.324358436873348,0.569524746497769,en-binder-2016.tsv,en,100,2,sg
low,0.523262464910403,0.273803607184111,0.27690913013894,0.526221559933589,en-binder-2016.tsv,en,100,2,sg
high,0.501144903861272,0.251146214666123,0.253994753962904,0.503978922141496,en-binder-2016.tsv,en,100,2,sg
sound,0.581845727023825,0.338544450055883,0.342384273686006,0.585136115520147,en-binder-2016.tsv,en,100,2,sg
music,0.672331067198189,0.452029063919856,0.457156047631612,0.676133158210431,en-binder-2016.tsv,en,100,2,sg
speech,0.626649725198278,0.392689878091078,0.397143827559029,0.630193484224511,en-binder-2016.tsv,en,100,2,sg
taste,0.744734951344802,0.554630147754545,0.560920848863292,0.748946492657047,en-binder-2016.tsv,en,100,2,sg
smell,0.68499688356297,0.469220730490982,0.474542704749858,0.688870600874982,en-binder-2016.tsv,en,100,2,sg
head,0.507304045640507,0.257357394723225,0.260276382187005,0.510172894406401,en-binder-2016.tsv,en,100,2,sg
upperlimb,0.479397019107243,0.22982150192891,0.232428173028293,0.482108051196299,en-binder-2016.tsv,en,100,2,sg
lowerlimb,0.408188074356369,0.16661750404676,0.168507305604947,0.410496413632259,en-binder-2016.tsv,en,100,2,sg
practice,0.579175872503637,0.335444691290349,0.339249356976062,0.582451162739042,en-binder-2016.tsv,en,100,2,sg
landmark,0.632593861052008,0.400174993040687,0.404713839842661,0.63617123468659,en-binder-2016.tsv,en,100,2,sg
path,0.575781373795012,0.331524190409271,0.335284389166276,0.57903746784321,en-binder-2016.tsv,en,100,2,sg
scene,0.603296882513333,0.363967128450306,0.368095300039534,0.606708579170869,en-binder-2016.tsv,en,100,2,sg
near,0.438192699429482,0.192012841833297,0.194190681249175,0.440670717485489,en-binder-2016.tsv,en,100,2,sg
toward,0.367526318309052,0.135075594649807,0.136607642982319,0.369604711796696,en-binder-2016.tsv,en,100,2,sg
away,0.279922933242084,0.0783568485548522,0.0792455840772134,0.281505921922104,en-binder-2016.tsv,en,100,2,sg
number,0.328025164747926,0.107600508707904,0.108820930356765,0.329880175755933,en-binder-2016.tsv,en,100,2,sg
time,0.561398716041305,0.315168518372826,0.318743208562309,0.56457347490146,en-binder-2016.tsv,en,100,2,sg
duration,0.564332334675868,0.318470983960716,0.322083131226811,0.567523683406086,en-binder-2016.tsv,en,100,2,sg
long,0.469092928680276,0.220048175737838,0.222543996256604,0.471745690236386,en-binder-2016.tsv,en,100,2,sg
short,0.595297740521044,0.35437939986946,0.358398825954936,0.598664201330709,en-binder-2016.tsv,en,100,2,sg
caused,0.738374842136879,0.54519740750066,0.551381121007284,0.742550416475059,en-binder-2016.tsv,en,100,2,sg
consequential,0.713068413966868,0.508466562997225,0.514233669571862,0.7171008782395,en-binder-2016.tsv,en,100,2,sg
social,0.72004935059406,0.518471067290928,0.524351646504058,0.724121292674133,en-binder-2016.tsv,en,100,2,sg
human,0.681675623258751,0.464681655345206,0.46995214671018,0.68553055855314,en-binder-2016.tsv,en,100,2,sg
communication,0.651947183717318,0.425035130356942,0.429855944689913,0.655634002084938,en-binder-2016.tsv,en,100,2,sg
self,0.550980745986621,0.303579782447973,0.307023031398234,0.554096590314571,en-binder-2016.tsv,en,100,2,sg
cognition,0.732204208113736,0.536123002379463,0.542203792576584,0.736344886976601,en-binder-2016.tsv,en,100,2,sg
benefit,0.510555320009288,0.260666734789786,0.263623257301579,0.513442555016215,en-binder-2016.tsv,en,100,2,sg
harm,0.593233029993214,0.351925427874929,0.355917020629654,0.596587814684187,en-binder-2016.tsv,en,100,2,sg
pleasant,0.501114705847331,0.251115948416457,0.253964144428742,0.503948553355143,en-binder-2016.tsv,en,100,2,sg
unpleasant,0.634083963091845,0.402062472250261,0.406622727134007,0.637669763383843,en-binder-2016.tsv,en,100,2,sg
happy,0.41106410152848,0.168973695565416,0.170890221413039,0.413388704989673,en-binder-2016.tsv,en,100,2,sg
sad,0.547956617481693,0.300256454641978,0.303662009893116,0.551055360098344,en-binder-2016.tsv,en,100,2,sg
angry,0.618420521779047,0.382443941757468,0.386781680227307,0.62191774393991,en-binder-2016.tsv,en,100,2,sg
disgusted,0.549210879977993,0.301632590686201,0.305053754285667,0.552316715558806,en-binder-2016.tsv,en,100,2,sg
fearful,0.627251629866377,0.393444607170026,0.397907116892182,0.630798792716173,en-binder-2016.tsv,en,100,2,sg
surprised,0.590768263297797,0.349007140919895,0.352965634011614,0.594109109517447,en-binder-2016.tsv,en,100,2,sg
drive,0.617912337205925,0.381815656471289,0.386146268832022,0.621406685538562,en-binder-2016.tsv,en,100,2,sg
needs,0.356395228652491,0.127017559006261,0.128458211849432,0.358410674854185,en-binder-2016.tsv,en,100,2,sg
attention,0.557253868926309,0.310531874433339,0.314053975088538,0.560405188313365,en-binder-2016.tsv,en,100,2,sg
arousal,0.644567063408937,0.41546669923162,0.42017898693557,0.648212146550472,en-binder-2016.tsv,en,100,2,sg
word length,0.256954874342228,0.0660258074482301,0.0667746823909321,0.258407976639523,en-binder-2016.tsv,en,100,2,sg
word frequency,0,-0.00221444897834367,-0.00223956560191657,0,en-binder-2016.tsv,en,100,2,sg
word log10 frequency,0.579888558969295,0.336270740823485,0.340084775691048,0.583167879509021,en-binder-2016.tsv,en,100,2,sg
concreteness,0.784122162578727,0.614847565847139,0.637111570482434,0.798192690070783,en-brysbaert-2014.tsv,en,100,2,sg
prevalence,0.605420251294986,0.366533680678084,0.398816859315066,0.631519484509438,en-brysbaert-2019.tsv,en,100,2,sg
humorousness,0.546115827801673,0.298242497375507,0.298242497375507,0.546115827801673,en-engelthaler-2018.tsv,en,100,2,sg
familiarity,0.398521963315178,0.158819755244584,0.159165767783243,0.398955846909458,en-janschewitz-2008.tsv,en,100,2,sg
tabooness,0.629912544021437,0.396789813115559,0.39765427893934,0.630598349933886,en-janschewitz-2008.tsv,en,100,2,sg
personal use,0.340736665064569,0.116101474919324,0.116354419309127,0.341107635958398,en-janschewitz-2008.tsv,en,100,2,sg
offensiveness,0.652293015200365,0.425486177679183,0.426413162815739,0.653003187446845,en-janschewitz-2008.tsv,en,100,2,sg
lexical decision time,0.41113600583713,0.169032815295708,0.169693378684591,0.411938561783904,en-keuleers-2012.tsv,en,100,2,sg
age of acquisition,0.596586531931159,0.355915490081648,0.356557026950599,0.597123962800522,en-kuperman-2012.tsv,en,100,2,sg
auditory,0.542848889914451,0.294684917281352,0.32924544895722,0.573799136420769,en-lynott-2019.tsv,en,100,2,sg
gustatory,0.541444819572882,0.293162492642311,0.327544474952819,0.572315013740527,en-lynott-2019.tsv,en,100,2,sg
